"word","n"
"освіт",688
"студент",607
"наук",589
"кафедр",419
"навчанн",373
"технолог",333
"робот",321
"математик",314
"професійн",311
"університет",282
"факультет",268
"природнич",254
"педагогічн",225
"доцент",208
"викладач",200
"спеціальност",191
"освітн",185
"інформац",179
"середн",178
"україн",177
"учн",176
"імен",168
"технологі",155
"груп",153
"методик",151
"учасник",151
"практик",150
"науков",146
"інформатик",145
"професор",144
"заклад",141
"проєкт",140
"технологічн",133
"володимир",129
"державн",129
"заход",128
"команд",126
"вищ",125
"інформаційн",121
"участ",118
"винниченк",116
"доктор",113
"денис",111
"цікав",106
"курс",103
"сучасн",102
"зустріч",95
"навчальн",91
"підготовк",91
"майбутн",89
"нов",89
"досвід",88
"зокрем",88
"кропивницьк",88
"різн",88
"активн",85
"вчител",85
"прогр",85
"процес",85
"розвитк",85
"школ",85
"здобувач",82
"надан",82
"кандидат",80
"особливост",80
"цду",78
"центральноукраїнськ",78
"практичн",77
"підготув",76
"питанн",75
"робототехнік",75
"област",74
"присутн",73
"цифр",73
"діяльност",72
"конкурс",72
"систем",72
"співпрац",72
"студентськ",70
"відбул",69
"можливост",69
"тем",69
"використанн",68
"семінар",68
"академічн",67
"допомог",67
"національн",67
"українськ",67
"компютерн",66
"кіровоградськ",66
"павлюк",66
"галуз",65
"можливіст",65
"ознайомил",64
"березн",62
"керівник",62
"перш",61
"баз",59
"мет",59
"знанн",58
"отрим",58
"власн",57
"завданн",57
"молод",57
"олен",57
"програм",57
"проф",57
"тетян",57
"формуванн",57
"конференці",56
"міськ",56
"проблем",56
"проведенн",56
"квітн",55
"рівн",55
"стал",54
"діт",53
"підвищенн",53
"матеріал",52
"натал",52
"провел",52
"створенн",52
"актуальн",51
"завідувач",51
"клас",51
"дан",50
"мрі",50
"умов",50
"оксан",49
"раз",49
"виробнич",48
"відвід",48
"ліце",48
"фізик",48
"міст",47
"навичк",47
"обговоренн",47
"олександр",47
"сфер",47
"економік",46
"житт",46
"засіданн",46
"кіберполіці",46
"людмил",46
"перспектив",46
"дослідженн",45
"результат",45
"цтб",45
"випускник",44
"гендерн",44
"подальш",44
"технічн",44
"взял",43
"електронн",43
"міжнародн",43
"програмуванн",43
"спільн",43
"центр",43
"виступ",42
"декан",42
"дисциплін",42
"доповід",42
"дпедн",42
"місц",42
"підготувал",42
"форм",42
"кваліфікаці",41
"мал",41
"творч",41
"kroprobots",40
"гост",40
"задач",40
"захід",40
"меж",40
"менеджмент",40
"організаці",40
"основн",40
"відкрит",39
"забезпеченн",39
"реалізаці",39
"труд",39
"управлінн",39
"фахівц",39
"цифров",39
"відбув",38
"долучил",38
"коледж",38
"ма",38
"микол",38
"проведен",38
"робіт",38
"старш",38
"технік",38
"член",38
"важлив",37
"годин",37
"ольг",37
"спікер",37
"уваг",37
"безпек",36
"директор",36
"дистанційн",36
"модел",36
"представник",36
"садов",36
"ім",36
"комунальн",35
"метод",35
"навичок",35
"особлив",35
"розробк",35
"ірин",35
"велик",34
"вивченн",34
"етап",34
"частин",34
"вироб",33
"дня",33
"загальн",33
"засоб",33
"людин",33
"математичн",33
"мистецтв",33
"працівник",33
"трифон",33
"успішн",33
"володимирівн",32
"ден",32
"здоров",32
"напрямк",32
"програмн",32
"світ",32
"фахов",32
"департамент",31
"корисн",31
"спеціальніст",31
"інститут",31
"аналіз",30
"виступил",30
"економічн",30
"завдан",30
"застосуванн",30
"лабораторі",30
"працюв",30
"представлен",30
"презентув",30
"результ",30
"тренінг",30
"виконанн",29
"відділ",29
"доброчесност",29
"лют",29
"методист",29
"олімпіад",29
"питан",29
"платформ",29
"психологічн",29
"серг",29
"слухач",29
"абрам",28
"дизайн",28
"дмитр",28
"конференц",28
"ліц",28
"охоч",28
"пуляк",28
"розповіл",28
"студентк",28
"інноваційн",28
"війн",27
"дар",27
"досліджен",27
"жовтн",27
"занятт",27
"заступник",27
"захист",27
"змог",27
"мікроконтролер",27
"підтримк",27
"рад",27
"спілкуванн",27
"тижн",27
"якост",27
"іт",27
"доцентк",26
"жур",26
"знан",26
"лекц",26
"показ",26
"продемонструв",26
"біолог",25
"владисл",25
"друг",25
"омтрифон",25
"поділил",25
"правил",25
"присвячен",25
"розпов",25
"роман",25
"травн",25
"урок",25
"d",24
"висок",24
"ганн",24
"літн",24
"організатор",24
"позитивн",24
"прикладн",24
"протиді",24
"проходженн",24
"рол",24
"сист",24
"склад",24
"формат",24
"фізичн",24
"юл",24
"андр",23
"аспект",23
"відповід",23
"доброчесніст",23
"дякуєм",23
"діяльніст",23
"завідувачк",23
"запропонован",23
"країн",23
"легк",23
"мают",23
"мов",23
"одяг",23
"основ",23
"педагогік",23
"розвиток",23
"різноманітн",23
"середовищ",23
"стат",23
"стейкхолдер",23
"успіх",23
"інтелект",23
"вступ",22
"дефорж",22
"зан",22
"запитанн",22
"надзвичайн",22
"наступн",22
"науковопедагогічн",22
"організован",22
"план",22
"презентаці",22
"ресурс",22
"решетнік",22
"соціальн",22
"фізикоматематичн",22
"штучн",22
"stemосвіт",21
"висловил",21
"віктор",21
"губар",21
"гуртк",21
"завершенн",21
"зміст",21
"катерин",21
"компані",21
"модул",21
"обладнанн",21
"оп",21
"осн",21
"отриман",21
"прац",21
"підприємств",21
"світлан",21
"талант",21
"учител",21
"хім",21
"європейськ",21
"інтерес",21
"викладачк",20
"здобутк",20
"змаганн",20
"керівництв",20
"науковц",20
"онлайн",20
"рамк",20
"рівен",20
"рівност",20
"стан",20
"теоретичн",20
"трудов",20
"шлях",20
"істор",20
"вебінар",19
"виклик",19
"гол",19
"дат",19
"дискус",19
"ді",19
"компетентност",19
"компонент",19
"кпедн",19
"культур",19
"михайл",19
"нагод",19
"наголосил",19
"островськ",19
"оцінюванн",19
"перемог",19
"послуг",19
"презентац",19
"принцип",19
"промисловост",19
"підсумк",19
"ректор",19
"розвив",19
"ступен",19
"інструмент",19
"інтернет",19
"інформаці",19
"історі",19
"google",18
"богдан",18
"василівн",18
"вид",18
"викликал",18
"враженн",18
"всеукраїнськ",18
"долучит",18
"запропонув",18
"люд",18
"місадов",18
"над",18
"напрям",18
"необхідн",18
"переможц",18
"повязан",18
"подяк",18
"потреб",18
"предмет",18
"пропаганд",18
"простор",18
"проходил",18
"підход",18
"розвязуванн",18
"співробітник",18
"стажуванн",18
"червн",18
"школяр",18
"шкільн",18
"якісн",18
"абітурієнт",17
"бажаєм",17
"біологі",17
"виготовленн",17
"вмінн",17
"впровадженн",17
"відповідальн",17
"громадськ",17
"гурток",17
"змін",17
"керуванн",17
"колектив",17
"обмін",17
"організац",17
"переваг",17
"прав",17
"приклад",17
"професорк",17
"професійнотехнічн",17
"реальн",17
"способ",17
"трет",17
"хімічн",17
"чистяк",17
"іде",17
"інтеграці",17
"arduino",16
"var",16
"академі",16
"атмосфер",16
"боротьб",16
"валентин",16
"використовув",16
"вимог",16
"географ",16
"гімназ",16
"доповідд",16
"екскурс",16
"жвав",16
"захоплив",16
"категорі",16
"методичн",16
"миколаївн",16
"найбільш",16
"обласн",16
"ознайомленн",16
"олександрівн",16
"порад",16
"посиланн",16
"провідн",16
"російськ",16
"сайт",16
"спрямован",16
"створен",16
"щир",16
"батьк",15
"ботуз",15
"важливіст",15
"вересн",15
"вихованн",15
"допомаг",15
"дізн",15
"здібност",15
"зустріл",15
"компан",15
"магістр",15
"майстерклас",15
"мар",15
"минул",15
"моделюванн",15
"наголос",15
"назв",15
"науковометодичн",15
"обговорил",15
"ознайомит",15
"приємн",15
"регіональн",15
"розгляд",15
"слов",15
"соменк",15
"справ",15
"спільнот",15
"створюв",15
"студрад",15
"традиційн",15
"хімі",15
"onix",14
"арт",14
"виконан",14
"волонтерськ",14
"вплив",14
"відом",14
"вік",14
"глядач",14
"громад",14
"громадян",14
"досягнен",14
"доц",14
"екскурсі",14
"емоці",14
"завіт",14
"загал",14
"зацікавлен",14
"здійснюєт",14
"карєрн",14
"кнб",14
"колег",14
"кіберзлочин",14
"лекці",14
"матері",14
"мисленн",14
"навч",14
"надал",14
"наданн",14
"нпу",14
"обєкт",14
"останн",14
"пед",14
"педагог",14
"плющ",14
"под",14
"постійн",14
"привіт",14
"провод",14
"регіон",14
"робоч",14
"розповід",14
"самоврядуванн",14
"тарас",14
"торгівл",14
"учнівськ",14
"шевченк",14
"широк",14
"шкіл",14
"ін",14
"інтелектуальн",14
"upshift",13
"автор",13
"аграрн",13
"аудиторі",13
"визначен",13
"викладанн",13
"виконув",13
"виставк",13
"відкритт",13
"віртуальн",13
"гарн",13
"двсоменк",13
"додатк",13
"думк",13
"ефективн",13
"життєв",13
"загальноосвітн",13
"засад",13
"зацікавил",13
"змістовн",13
"лаборатор",13
"магістрант",13
"мироненк",13
"музе",13
"найкращ",13
"ознайом",13
"окреслил",13
"отриманн",13
"поспілкув",13
"потенціал",13
"проводит",13
"продемонструвал",13
"психологі",13
"режим",13
"рок",13
"складанн",13
"сонячн",13
"справжн",13
"ставил",13
"стандарт",13
"створит",13
"структур",13
"училищ",13
"фронт",13
"час",13
"шлянчак",13
"єс",13
"інфб",13
"skills",12
"англійськ",12
"бажанн",12
"вдал",12
"вирішенн",12
"віталіївн",12
"двер",12
"довід",12
"дослідницьк",12
"досягненн",12
"елемент",12
"зацікавленіст",12
"змішан",12
"керув",12
"кз",12
"колекц",12
"кількіст",12
"магістратур",12
"мереж",12
"модератор",12
"момент",12
"напр",12
"науковопрактичн",12
"неділ",12
"період",12
"полтавськ",12
"пошук",12
"принтер",12
"провест",12
"проректор",12
"профорієнтаційн",12
"проход",12
"підготовц",12
"руденк",12
"рішенн",12
"самостійн",12
"секці",12
"складов",12
"сприя",12
"статистик",12
"стрес",12
"суспільств",12
"тов",12
"фмпнт",12
"центральн",12
"ціл",12
"чин",12
"яременк",12
"іноземн",12
"ініціатив",12
"a",11
"анн",11
"бот",11
"валер",11
"вдосконаленн",11
"вдячніст",11
"взаємоді",11
"визнач",11
"визначенн",11
"визначил",11
"волчанськ",11
"гарант",11
"графічн",11
"детальн",11
"доповідач",11
"допомогт",11
"експерт",11
"зазначен",11
"зазначил",11
"запрошуєм",11
"збор",11
"кабінет",11
"корупці",11
"крок",11
"культурн",11
"магістерськ",11
"навчают",11
"напн",11
"нічишин",11
"обговорюв",11
"обчислювальн",11
"обєдн",11
"павл",11
"перевірк",11
"побачит",11
"положенн",11
"поставлен",11
"практиц",11
"проаналізувал",11
"пробл",11
"проводил",11
"пропозиці",11
"реальност",11
"ринк",11
"розроблен",11
"сил",11
"соцмереж",11
"спеціальн",11
"сподіваєм",11
"спортивн",11
"телефон",11
"тематик",11
"тнб",11
"фурсик",11
"філософі",11
"хмельницьк",11
"цінн",11
"євген",11
"ілліч",11
"індивідуальн",11
"авторськ",10
"альянс",10
"асоціаці",10
"бакалаврськ",10
"баранюк",10
"блок",10
"блокуванн",10
"бокатенк",10
"брал",10
"бхб",10
"бібліотек",10
"більшіст",10
"васил",10
"вибор",10
"викон",10
"виявил",10
"войналович",10
"волонтер",10
"ворож",10
"віде",10
"вікторівн",10
"годинник",10
"головн",10
"датчик",10
"декоративноужитков",10
"диплом",10
"дитяч",10
"дослідник",10
"забезпеч",10
"засновник",10
"звернул",10
"зво",10
"звязк",10
"звітн",10
"значн",10
"зібр",10
"канал",10
"контекст",10
"кругл",10
"курсов",10
"мав",10
"макс",10
"медичн",10
"миколайович",10
"михайлівн",10
"муз",10
"напрацюванн",10
"нараз",10
"нин",10
"нуш",10
"окрем",10
"олег",10
"оновленн",10
"палітр",10
"панченк",10
"плідн",10
"працю",10
"презентувал",10
"пристро",10
"пройшл",10
"професі",10
"підрозділ",10
"пізнавальн",10
"розвязанн",10
"розпоч",10
"рух",10
"світов",10
"секційн",10
"створил",10
"ткаченк",10
"туризм",10
"ум",10
"умін",10
"фінансов",10
"чудов",10
"ші",10
"юр",10
"іван",10
"інноваці",10
"історичн",10
"іі",10
"lego",9
"microbit",9
"алл",9
"анастас",9
"астрономі",9
"базов",9
"буткевич",9
"біологічн",9
"ввинниченк",9
"виготовлен",9
"виникненн",9
"виховн",9
"внутрішн",9
"відвідувач",9
"вітаєм",9
"дал",9
"демонструв",9
"дидактичн",9
"дискусі",9
"дитин",9
"запровадженн",9
"змаган",9
"значенн",9
"зробил",9
"канд",9
"колекці",9
"конфлікт",9
"критері",9
"локац",9
"ляльк",9
"майстр",9
"мобільн",9
"моніторинг",9
"народн",9
"натхненн",9
"неймовірн",9
"новітн",9
"номінац",9
"освітньонауков",9
"особист",9
"особистост",9
"пан",9
"партнер",9
"поведінк",9
"повсякденн",9
"поді",9
"посад",9
"правильн",9
"працевлаштуванн",9
"працюют",9
"представил",9
"природ",9
"причин",9
"пров",9
"професіонал",9
"підручник",9
"реалізац",9
"розглянул",9
"розглянут",9
"розкр",9
"розкрил",9
"руханк",9
"рівноденн",9
"сертифік",9
"сонц",9
"ст",9
"сілезьк",9
"терещук",9
"тип",9
"університетськ",9
"фот",9
"яскрав",9
"європ",9
"інн",9
"інформаційнокомунікаційн",9
"ііі",9
"android",8
"instagram",8
"javascript",8
"maple",8
"path",8
"prefix",8
"soft",8
"актуальніст",8
"алгоритм",8
"важливост",8
"валентинівн",8
"варт",8
"вдячн",8
"вернісаж",8
"вигляд",8
"воїн",8
"впевнен",8
"вперш",8
"вступн",8
"вчен",8
"вітал",8
"ганенк",8
"демонстрац",8
"демонстраці",8
"дозволя",8
"дослід",8
"доступн",8
"дотриманн",8
"дружн",8
"екологічн",8
"зазнач",8
"зазначит",8
"запитан",8
"запросил",8
"збереженн",8
"калькулятор",8
"кампані",8
"кваліфікац",8
"квест",8
"ключов",8
"колект",8
"компютер",8
"комісі",8
"конкурсн",8
"конструктор",8
"кулінарн",8
"кіровоградщин",8
"листопад",8
"лідер",8
"набут",8
"наведен",8
"навчальновиховн",8
"навчальнометодичн",8
"навчит",8
"найближч",8
"неб",8
"обран",8
"обєднанн",8
"овприсяжнюк",8
"олексіївн",8
"онікссистемз",8
"організаційн",8
"організув",8
"повітр",8
"показал",8
"покерув",8
"польщ",8
"понятт",8
"посібник",8
"презентован",8
"прийм",8
"природничоматематичн",8
"програмован",8
"проєктуванн",8
"психолог",8
"підвищув",8
"підсумков",8
"підхід",8
"район",8
"роботизован",8
"розпочал",8
"ряд",8
"сері",8
"ситуаці",8
"складн",8
"служб",8
"спектр",8
"спробув",8
"становленн",8
"стол",8
"сьогоденн",8
"січн",8
"творчост",8
"тематичн",8
"тепл",8
"тест",8
"тестуванн",8
"тичин",8
"удосконаленн",8
"уманськ",8
"ход",8
"черг",8
"черкаськ",8
"шкідлив",8
"і",8
"ігор",8
"інтеграц",8
"інтерактивн",8
"інформаціє",8
"httpstmeebxzhbfhxbszyi",7
"i",7
"of",7
"unity",7
"автоматизован",7
"акц",7
"астроном",7
"бажаюч",7
"безпечн",7
"весел",7
"вибір",7
"вивч",7
"виробництв",7
"власноруч",7
"відбудет",7
"відкрил",7
"відповідн",7
"вітчизнян",7
"географі",7
"географічн",7
"геометричн",7
"голов",7
"гостьов",7
"гот",7
"детальніш",7
"допомагают",7
"друк",7
"дух",7
"діан",7
"ділил",7
"дітьм",7
"експеримент",7
"журнал",7
"залишаєм",7
"залученн",7
"запобіганн",7
"запрошен",7
"заслужен",7
"захисник",7
"зворотн",7
"земл",7
"зимов",7
"змаг",7
"знамянськ",7
"зростанн",7
"зсу",7
"кандидатк",7
"кваліфікаційн",7
"комбінаторик",7
"комунікац",7
"конкретн",7
"кошт",7
"кращ",7
"кредит",7
"куратор",7
"ларис",7
"лектор",7
"марин",7
"мон",7
"набор",7
"налаштуванн",7
"населенн",7
"наслідк",7
"наталі",7
"науководослідн",7
"науковоосвітн",7
"небайдуж",7
"низк",7
"нмт",7
"новин",7
"обр",7
"окреслен",7
"ос",7
"освітньопрофесійн",7
"офіційн",7
"оцінк",7
"пар",7
"певн",7
"переробк",7
"переход",7
"перспективн",7
"першокурсник",7
"побачил",7
"побудов",7
"повинн",7
"повн",7
"погляд",7
"показник",7
"поч",7
"поширенн",7
"привітал",7
"присяжнюк",7
"приєдн",7
"продемонстрован",7
"продовжит",7
"проект",7
"пройш",7
"пропозиц",7
"простір",7
"проєктн",7
"рекомендаці",7
"ренат",7
"робототехнічн",7
"розробц",7
"ріжняк",7
"сальник",7
"свят",7
"слав",7
"собол",7
"спеціаліст",7
"спостеріг",7
"сприянн",7
"співорганізатор",7
"старшокласник",7
"статт",7
"сша",7
"текстильн",7
"тенденці",7
"тижден",7
"тканин",7
"трьох",7
"фах",7
"функці",7
"фінансовоекономічн",7
"хвил",7
"шановн",7
"яросл",7
"єдин",7
"інновац",7
"інспектор",7
"інтерєр",7
"ініціатор",7
"історіє",7
"designer",6
"hr",6
"nosql",6
"академ",6
"аксесуар",6
"алгебр",6
"аналітичн",6
"антонін",6
"атмосферн",6
"бал",6
"бесід",6
"бо",6
"брейнринг",6
"будьяк",6
"бізнес",6
"великодн",6
"веснян",6
"взят",6
"виданн",6
"використан",6
"випуск",6
"випускниц",6
"висловлюєм",6
"воєнн",6
"встановленн",6
"вчил",6
"відчут",6
"вільн",6
"вітальн",6
"гра",6
"графік",6
"громадськост",6
"денн",6
"детал",6
"дні",6
"дод",6
"дозволяют",6
"докторк",6
"документ",6
"долуч",6
"домашн",6
"доповнен",6
"дпн",6
"діалог",6
"заочн",6
"запит",6
"запрошенн",6
"захопленн",6
"звязок",6
"здобут",6
"ззсо",6
"знайомств",6
"знайт",6
"зробит",6
"зручн",6
"зібран",6
"категор",6
"київськ",6
"класн",6
"клуб",6
"код",6
"концепці",6
"корпус",6
"критичн",6
"кібербезпек",6
"ладиф",6
"лист",6
"локаці",6
"львівськ",6
"ліл",6
"майстрин",6
"машин",6
"механізм",6
"мод",6
"модельн",6
"модернізаці",6
"мяк",6
"найуспішніш",6
"написанн",6
"народ",6
"наявн",6
"неабияк",6
"невелик",6
"невідємн",6
"необхідніст",6
"номінаці",6
"нубіп",6
"обробк",6
"овволчанськ",6
"овпуляк",6
"одиниц",6
"оновлен",6
"пасічник",6
"перевірит",6
"перед",6
"перекон",6
"перехід",6
"пленарн",6
"пліч",6
"повідомленн",6
"подан",6
"подарунк",6
"поліці",6
"поточн",6
"потрібн",6
"початок",6
"поясн",6
"президент",6
"пристр",6
"проаналізув",6
"проблемн",6
"продукт",6
"проектуванн",6
"профіл",6
"підготовлен",6
"післядипломн",6
"пісн",6
"реч",6
"речовин",6
"реєстраці",6
"робит",6
"родзинк",6
"розвязк",6
"розкрит",6
"розумн",6
"розумінн",6
"рук",6
"рєзін",6
"свідом",6
"ситуац",6
"складник",6
"стил",6
"стратегі",6
"студі",6
"сухомлинськ",6
"теорі",6
"територі",6
"технологіє",6
"ткачук",6
"товариств",6
"торт",6
"трив",6
"тривал",6
"тур",6
"уад",6
"угод",6
"українец",6
"укрупненн",6
"умінн",6
"урахуванн",6
"успішност",6
"устан",6
"учен",6
"факт",6
"флор",6
"функц",6
"функціональн",6
"функціонуванн",6
"філологі",6
"характер",6
"харківськ",6
"хвильов",6
"цифровізаці",6
"цтм",6
"цікавіст",6
"шахрайств",6
"щирбул",6
"явищ",6
"якіст",6
"іванович",6
"digital",5
"ev",5
"httpstmekroprobots",5
"mriya",5
"scopus",5
"автоматизаці",5
"адрес",5
"академіє",5
"акбаш",5
"акцентув",5
"аркушин",5
"аспірант",5
"бакалавр",5
"бачит",5
"безкоштовн",5
"безпосередн",5
"берут",5
"бобр",5
"бондаренк",5
"брат",5
"будов",5
"варіант",5
"ведуч",5
"весн",5
"взаємн",5
"вибухонебезпечн",5
"використовуют",5
"вирішил",5
"впор",5
"відзначил",5
"відповідност",5
"відповідніст",5
"військов",5
"вікторович",5
"вісник",5
"віт",5
"гв",5
"гвдефорж",5
"гербар",5
"гербарн",5
"грудн",5
"гідн",5
"да",5
"декор",5
"джерел",5
"динамік",5
"дискусійн",5
"доброзичлив",5
"договор",5
"допомогл",5
"допомож",5
"допоможут",5
"досвідчен",5
"доступ",5
"дошк",5
"дснс",5
"екологі",5
"експериментальн",5
"емоц",5
"ефект",5
"задоволенн",5
"закінченн",5
"залишил",5
"запланован",5
"запрош",5
"затемнен",5
"зауважил",5
"західн",5
"здійснюв",5
"змогл",5
"зно",5
"зображенн",5
"зон",5
"зорян",5
"зрозуміл",5
"зявил",5
"календар",5
"камер",5
"карт",5
"кваліфікован",5
"класичн",5
"клочек",5
"комфортн",5
"кордон",5
"корист",5
"користувач",5
"коротк",5
"крас",5
"краснощок",5
"ктб",5
"кур",5
"куценк",5
"логістик",5
"логічн",5
"лупан",5
"майстерн",5
"маланюк",5
"маленьк",5
"мелешк",5
"мехатронік",5
"можлив",5
"наголошен",5
"наостанок",5
"наприклад",5
"насичен",5
"настановч",5
"нво",5
"необхідност",5
"номер",5
"обмежен",5
"обовязков",5
"однаков",5
"однодумц",5
"ознайомлен",5
"онлайнзустріч",5
"опановув",5
"опануванн",5
"опп",5
"орган",5
"оснащен",5
"особ",5
"отримал",5
"отримув",5
"охоплю",5
"пакет",5
"панельн",5
"перелік",5
"петрівн",5
"поверхн",5
"повідомил",5
"подібн",5
"познайомил",5
"покращенн",5
"поляг",5
"порушенн",5
"поєднанн",5
"призначенн",5
"приймальн",5
"прилад",5
"приміщенн",5
"проблематик",5
"продовж",5
"продовжуєт",5
"прост",5
